Rank,Ensemble ID,Name,Position (hg19),MinEnergy,Binding site(query),Binding site(target),location,SumEnergy,lncRNA,Name_lncRNA
967,ENST00000591373,RP11-559N14.5,chr17:76489238-76495428,-37.7,2260-2310,698-748,ncRNA,-368.5,ENST00000591372.2,LINC00665
968,ENST00000369809,DNASE1L1,chrX:153629580-153640427,-37.7,2248-2311,1787-1850,UTR3,-807.3,ENST00000591372.2,LINC00665
969,ENST00000357203,C3orf18,chr3:50595463-50605182,-37.7,2262-2323,1347-1408,UTR3,-671.5,ENST00000591372.2,LINC00665
970,ENST00000263707,TFCP2L1,chr2:121974164-122042783,-37.6,884-938,5507-5561,UTR3,-2983.0,ENST00000591372.2,LINC00665
971,ENST00000558170,ZEB2,chr2:145141649-145278621,-37.6,2263-2310,609-656,UTR5,-4794.6,ENST00000591372.2,LINC00665
972,ENST00000266066,SFRP5,chr10:99526509-99531709,-37.5,2265-2322,1315-1372,UTR3,-564.2,ENST00000591372.2,LINC00665
973,ENST00000445873,TLX1NB,chr10:102849079-102890883,-37.5,2284-2334,19-69,UTR5,-519.6,ENST00000591372.2,LINC00665
974,ENST00000301280,CHAF1A,chr19:4402660-4443389,-37.4,2265-2316,1223-1274,CDS,-1249.8,ENST00000591372.2,LINC00665
975,ENST00000393408,CBX1,chr17:46147415-46178560,-37.4,882-937,1462-1517,UTR3,-1209.5,ENST00000591372.2,LINC00665
976,ENST00000513551,RP11-506N2.1,chr4:59646792-59849859,-37.4,2280-2352,328-400,ncRNA,-908.4,ENST00000591372.2,LINC00665
977,ENST00000528885,RP11-624G17.3,chr11:57243967-57245007,-37.4,2284-2337,497-550,ncRNA,-299.6,ENST00000591372.2,LINC00665
978,ENST00000608050,AC012594.1,chr2:171200099-171207613,-37.3,2264-2321,551-608,ncRNA,-543.3,ENST00000591372.2,LINC00665
979,ENST00000422481,GRIP2,chr3:14562200-14567490,-37.3,2264-2323,3645-3704,ncRNA,-1887.0,ENST00000591372.2,LINC00665
980,ENST00000413414,GRIP2,chr3:14562200-14581850,-37.3,2264-2323,2974-3033,ncRNA,-1662.1,ENST00000591372.2,LINC00665
981,ENST00000599531,PNMAL2,chr19:46994449-46999755,-37.3,2260-2309,3513-3562,UTR3,-1688.4,ENST00000591372.2,LINC00665
982,ENST00000484550,AC093627.10,chr7:149598-155465,-37.3,882-938,465-521,ncRNA,-1610.2,ENST00000591372.2,LINC00665
983,ENST00000479592,AC093627.10,chr7:149732-153490,-37.3,882-938,331-387,ncRNA,-335.2,ENST00000591372.2,LINC00665
984,ENST00000471299,AC093627.10,chr7:149779-153938,-37.3,882-938,284-340,ncRNA,-345.5,ENST00000591372.2,LINC00665
985,ENST00000554403,RP11-66N24.4,chr14:23982559-24013485,-37.3,2260-2312,1910-1962,ncRNA,-1215.8,ENST00000591372.2,LINC00665
986,ENST00000606802,RP4-734G22.3,chr1:10699299-10714390,-37.3,2262-2314,3557-3609,ncRNA,-1940.9,ENST00000591372.2,LINC00665
987,ENST00000355689,TTC30A,chr2:178477721-178483694,-37.2,2278-2325,662-709,CDS,-2447.0,ENST00000591372.2,LINC00665
988,ENST00000608395,MBNL1-AS1,chr3:151980406-151987344,-37.2,875-928,2328-2381,ncRNA,-3035.2,ENST00000591372.2,LINC00665
989,ENST00000590714,FIZ1,chr19:56104727-56113336,-37.2,2257-2307,2830-2880,UTR5,-2433.2,ENST00000591372.2,LINC00665
990,ENST00000257359,ADAMTS8,chr11:130274821-130298888,-37.1,881-937,1214-1270,CDS,-851.4,ENST00000591372.2,LINC00665
991,ENST00000451710,TRPM6,chr9:77337412-77503010,-37.1,2482-2537,8166-8221,UTR3,-3162.5,ENST00000591372.2,LINC00665
992,ENST00000216479,AHSA1,chr14:77924374-77935817,-37.1,2618-2669,1-39,UTR5,-556.9,ENST00000591372.2,LINC00665
993,ENST00000379096,TPD52,chr8:80947104-81083793,-37.1,2293-2352,2629-2688,UTR3,-1890.7,ENST00000591372.2,LINC00665
994,ENST00000588341,RP11-1018N14.5,chr17:49517015-49523163,-37.0,2261-2308,74-121,ncRNA,-1274.2,ENST00000591372.2,LINC00665
995,ENST00000377208,POU4F1,chr13:79172498-79177673,-37.0,2266-2313,1723-1770,UTR3,-1744.3,ENST00000591372.2,LINC00665
996,ENST00000409109,NLRX1,chr11:119039474-119054725,-37.0,877-927,339-389,UTR5,-903.5,ENST00000591372.2,LINC00665
997,ENST00000452236,SCAND3,chr6:28539408-28555112,-36.9,2275-2338,963-1026,CDS,-2038.0,ENST00000591372.2,LINC00665
998,ENST00000368467,PMVK,chr1:154897211-154909467,-36.9,2256-2310,965-1019,UTR3,-485.7,ENST00000591372.2,LINC00665
999,ENST00000500538,UBA6-AS1,chr4:68567080-68946670,-36.9,2258-2315,715-772,ncRNA,-1735.0,ENST00000591372.2,LINC00665
1000,ENST00000482787,RP11-416O18.1,chr3:181670132-181728466,-36.9,2263-2313,3869-3919,ncRNA,-4701.3,ENST00000591372.2,LINC00665
1001,ENST00000229239,GAPDH,chr12: 6643094-6647537,-132.2,83-155,1720-1792,UTR3,-1228.4,ENST00000602946.1,AC006064.4
1002,ENST00000556434,RP11-58E21.4,chr14: 50394290-50428678,-76.1,84-155,737-808,ncRNA,-347.5,ENST00000602946.1,AC006064.4
1003,ENST00000569274,RP11-63M22.2,chr16: 66754801-66765688,-52.6,88-155,1518-1585,ncRNA,-144.0,ENST00000602946.1,AC006064.4
1004,ENST00000597002,FLJ00418,chr16: 70695571-70699739,-49.5,88-136,147-195,CDS,-450.3,ENST00000602946.1,AC006064.4
1005,ENST00000600936,AC007375.1,chr14: 77607027-77609339,-48.7,89-138,91-140,UTR5,-117.2,ENST00000602946.1,AC006064.4
1006,ENST00000248244,TICAM1,chr19: 4815945-4831716,-48.1,89-136,1267-1314,CDS,-233.4,ENST00000602946.1,AC006064.4
1007,ENST00000511885,POLAND,chr4: 2073646-2243848,-47.9,91-138,2999-3046,CDS,-291.8,ENST00000602946.1,AC006064.4
1008,ENST00000372207,BEST4,chr1: 45249258-45253377,-47.5,91-139,1427-1475,UTR3,-213.0,ENST00000602946.1,AC006064.4
1009,ENST00000309285,XCR1,chr3: 46058517-46069234,-46.6,85-137,2459-2511,UTR3,-506.2,ENST00000602946.1,AC006064.4
1010,ENST00000519741,LINC00966,chr8: 65290518-65295843,-46.6,88-155,1-63,ncRNA,-93.1,ENST00000602946.1,AC006064.4
1011,ENST00000267260,SRRM4,chr12: 119419301-119600856,-46.3,89-138,2254-2303,UTR3,-476.4,ENST00000602946.1,AC006064.4
1012,ENST00000378295,TP73,chr1: 3569085-3652765,-46.3,84-138,1590-1644,CDS,-364.3,ENST00000602946.1,AC006064.4
1013,ENST00000567718,RP11-60H5.1,chr2: 85291232-85294470,-46.2,89-138,1281-1330,ncRNA,-253.1,ENST00000602946.1,AC006064.4
1014,ENST00000548575,RP11-263K4.3,chr12: 82906457-82909596,-46.0,87-136,1551-1600,ncRNA,-136.3,ENST00000602946.1,AC006064.4
1015,ENST00000400221,LL22NC01-81G9.3,chr22: 37361290-37364213,-45.8,86-136,51-101,ncRNA,-139.2,ENST00000602946.1,AC006064.4
1016,ENST00000367162,DSTYK,chr1: 205111634-205180694,-45.8,86-138,185-237,CDS,-297.1,ENST00000602946.1,AC006064.4
1017,ENST00000360066,CDK18,chr1: 205473728-205501921,-45.7,91-138,3031-3078,UTR3,-254.8,ENST00000602946.1,AC006064.4
1018,ENST00000438293,RP11-88H9.2,chr1: 112533159-112541464,-45.7,85-138,1275-1328,ncRNA,-198.2,ENST00000602946.1,AC006064.4
1019,ENST00000443503,CTDSPL,chr3: 37903452-38025960,-45.4,89-138,2154-2203,UTR3,-240.2,ENST00000602946.1,AC006064.4
1020,ENST00000233121,MAPRE3,chr2: 27193481-27250064,-45.4,89-138,118-167,UTR5,-228.2,ENST00000602946.1,AC006064.4
1021,ENST00000441217,AC073046.25,chr2: 74212260-74213470,-45.2,90-137,78-125,ncRNA,-59.5,ENST00000602946.1,AC006064.4
1022,ENST00000412321,RP4-813D12.3,chr20: 55841854-55858054,-45.1,87-138,335-386,ncRNA,-222.1,ENST00000602946.1,AC006064.4
1023,ENST00000371390,RP11-188C12.3,chr9: 140762378-140787022,-45.1,86-137,1757-1808,ncRNA,-422.3,ENST00000602946.1,AC006064.4
1024,ENST00000220478,SCG3,chr15: 51973551-52013223,-45.1,88-138,2700-2750,UTR3,-289.0,ENST00000602946.1,AC006064.4
1025,ENST00000334512,ZMIZ1,chr10: 80828793-81076276,-44.5,88-139,5088-5139,UTR3,-747.4,ENST00000602946.1,AC006064.4
1026,ENST00000269967,CCDC97,chr19: 41816095-41830788,-44.2,88-137,2057-2106,UTR3,-391.1,ENST00000602946.1,AC006064.4
1027,ENST00000397224,FOXRED2,chr22: 36883238-36903148,-44.2,85-137,4724-4776,UTR3,-440.0,ENST00000602946.1,AC006064.4
1028,ENST00000242728,BHLHE41,chr12: 26272960-26278060,-44.2,89-139,1971-2021,UTR3,-362.7,ENST00000602946.1,AC006064.4
1029,ENST00000291672,SPATC1L,chr21: 47581076-47604373,-44.0,90-137,424-471,UTR5,-289.2,ENST00000602946.1,AC006064.4
1030,ENST00000300069,RBPMS2,chr15: 65032098-65067786,-44.0,87-138,48-99,UTR5,-243.8,ENST00000602946.1,AC006064.4
1031,ENST00000166244,EPHA8,chr1: 22890058-22930087,-43.9,84-139,4257-4312,UTR3,-339.7,ENST00000602946.1,AC006064.4
1032,ENST00000434704,DLX3,chr17: 48067370-48072588,-43.9,87-138,1923-1974,UTR3,-245.5,ENST00000602946.1,AC006064.4
1033,ENST00000319763,AP000679.2,chr11: 120039686-120042387,-43.9,85-138,814-867,CDS,-94.4,ENST00000602946.1,AC006064.4
1034,ENST00000194900,DLG3,chrX: 69664712-69725337,-43.9,91-138,1463-1510,CDS,-288.5,ENST00000602946.1,AC006064.4
1035,ENST00000380433,UCN3,chr10: 5406973-5416169,-43.7,90-137,586-633,CDS,-153.5,ENST00000602946.1,AC006064.4
1036,ENST00000373640,C2orf72,chr2: 231902206-231914429,-43.7,89-138,3031-3080,UTR3,-191.8,ENST00000602946.1,AC006064.4
1037,ENST00000270172,DNMT3L,chr21: 45666223-45682099,-43.6,84-138,78-132,UTR5,-227.2,ENST00000602946.1,AC006064.4
1038,ENST00000538010,BCL7A,chr12: 122457329-122499948,-43.6,88-138,5767-5817,UTR3,-552.9,ENST00000602946.1,AC006064.4
1039,ENST00000264917,PDE8B,chr5: 76506707-76725632,-43.3,85-139,5429-5483,UTR3,-484.8,ENST00000602946.1,AC006064.4
1040,ENST00000414393,RP4-694B14.5,chr20: 25604682-25658710,-43.2,85-135,3409-3459,ncRNA,-384.6,ENST00000602946.1,AC006064.4
1041,ENST00000563424,RP11-401P9.4,chr16: 50679721-50683160,-43.2,88-137,1083-1132,ncRNA,-395.3,ENST00000602946.1,AC006064.4
1042,ENST00000369774,SH3PXD2A,chr10: 105353785-105615301,-43.1,89-137,6163-6211,UTR3,-742.2,ENST00000602946.1,AC006064.4
1043,ENST00000249071,RAC2,chr22: 37621302-37640310,-43.1,87-136,1008-1057,UTR3,-227.4,ENST00000602946.1,AC006064.4
1044,ENST00000520163,RP11-443C10.2,chr5: 178804507-178805866,-43.1,89-136,312-359,ncRNA,-126.9,ENST00000602946.1,AC006064.4
1045,ENST00000569373,RP13-379O24.2,chr20: 61088966-61091152,-43.1,88-137,1831-1880,ncRNA,-175.7,ENST00000602946.1,AC006064.4
1046,ENST00000609661,LINC00452,chr13: 114591280-114626485,-43.0,89-138,305-354,ncRNA,-251.5,ENST00000602946.1,AC006064.4
1047,ENST00000560626,PEAK1,chr15: 77400501-77712486,-43.0,86-139,3066-3119,CDS,-918.1,ENST00000602946.1,AC006064.4
1048,ENST00000380648,EBF4,chr20: 2673525-2740753,-42.9,89-138,1834-1883,CDS,-151.4,ENST00000602946.1,AC006064.4
1049,ENST00000439479,AC106706.1,chr3: 194426278-194427693,-42.9,84-137,234-287,ncRNA,-105.1,ENST00000602946.1,AC006064.4
1050,ENST00000425609,LINC00400,chr13: 43732768-43733602,-42.9,106-154,189-237,ncRNA,-110.8,ENST00000602946.1,AC006064.4
1051,ENST00000296658,CMBL,chr5: 10279390-10308138,-42.8,86-135,61-110,UTR5,-161.2,ENST00000602946.1,AC006064.4
1052,ENST00000331830,CNTN2,chr1: 205012326-205047627,-42.7,87-155,5282-5350,UTR3,-495.6,ENST00000602946.1,AC006064.4
1053,ENST00000570836,ALOX15,chr17: 4534198-4545589,-42.7,89-137,1051-1099,CDS,-226.3,ENST00000602946.1,AC006064.4
1054,ENST00000522918,RP11-628E19.2,chr8: 56429800-56433536,-42.7,85-132,148-195,ncRNA,-190.2,ENST00000602946.1,AC006064.4
1055,ENST00000262879,RALGAPB,chr20: 37101460-37207502,-42.7,84-139,4181-4236,CDS,-504.4,ENST00000602946.1,AC006064.4
1056,ENST00000251412,TUBG2,chr17: 40811324-40819024,-42.6,87-136,963-1012,CDS,-208.9,ENST00000602946.1,AC006064.4
1057,ENST00000251413,TUBG1,chr17: 40761695-40767252,-42.6,87-136,826-875,CDS,-235.9,ENST00000602946.1,AC006064.4
1058,ENST00000361379,TNNI1,chr1: 201373626-201390874,-42.6,92-139,741-788,UTR3,-423.2,ENST00000602946.1,AC006064.4
1059,ENST00000331427,OTOP2,chr17: 72920371-72930006,-42.5,82-154,1396-1468,CDS,-250.6,ENST00000602946.1,AC006064.4
1060,ENST00000588701,RP11-936I5.1,chr17: 75369901-75373318,-42.5,84-138,1119-1173,ncRNA,-474.6,ENST00000602946.1,AC006064.4
1061,ENST00000589683,RAMP2,chr17: 40912794-40915059,-42.5,90-138,693-741,UTR3,-150.5,ENST00000602946.1,AC006064.4
1062,ENST00000382778,IFT88,chr13: 21140586-21265501,-42.5,91-138,579-626,UTR5,-460.2,ENST00000602946.1,AC006064.4
1063,ENST00000577233,SOCS7,chr17: 36508129-36556019,-42.5,87-138,1094-1145,CDS,-102.9,ENST00000602946.1,AC006064.4
1064,ENST00000464456,MECOM,chr3: 168801296-168865522,-42.4,91-138,463-510,UTR5,-332.1,ENST00000602946.1,AC006064.4
1065,ENST00000374719,EDA2R,chrX: 65815480-65858883,-42.4,85-135,1344-1394,UTR3,-310.4,ENST00000602946.1,AC006064.4
1066,ENST00000422661,RP11-107I14.4,chr10: 103012579-103023307,-42.4,88-139,1737-1788,ncRNA,-191.4,ENST00000602946.1,AC006064.4
1067,ENST00000330387,CREB3L2,chr7: 137559726-137686803,-42.3,86-136,3026-3076,UTR3,-532.6,ENST00000602946.1,AC006064.4
1068,ENST00000375241,CDC14B,chr9: 99262396-99382112,-42.3,91-140,4665-4714,UTR3,-191.8,ENST00000602946.1,AC006064.4
1069,ENST00000295206,EN1,chr2: 119599748-119605254,-42.3,89-136,697-744,CDS,-248.3,ENST00000602946.1,AC006064.4
1070,ENST00000327628,TRAK1,chr3: 42132563-42267260,-42.2,85-136,3313-3364,UTR3,-439.8,ENST00000602946.1,AC006064.4
1071,ENST00000427609,RP1-90K10.4,chr6: 36907848-36912451,-42.1,84-136,321-373,ncRNA,-121.9,ENST00000602946.1,AC006064.4
1072,ENST00000375692,CLCNKA,chr1: 16348367-16360545,-42.1,89-139,2243-2293,UTR3,-179.6,ENST00000602946.1,AC006064.4
1073,ENST00000375679,CLCNKB,chr1: 16370273-16383803,-42.1,89-139,2229-2279,UTR3,-213.6,ENST00000602946.1,AC006064.4
1074,ENST00000263257,NOVA2,chr19: 46436993-46476804,-42.1,89-136,6616-6663,UTR3,-538.2,ENST00000602946.1,AC006064.4
1075,ENST00000269385,CBX8,chr17: 77765932-77770915,-42.1,90-137,1392-1439,UTR3,-207.8,ENST00000602946.1,AC006064.4
1076,ENST00000219251,ACD,chr16: 67691416-67694713,-42.1,84-138,1526-1580,CDS,-229.5,ENST00000602946.1,AC006064.4
1077,ENST00000327305,NETO1,chr18: 70414617-70535184,-42.0,89-138,565-614,UTR5,-223.1,ENST00000602946.1,AC006064.4
1078,ENST00000426955,VWA5B2,chr3: 183948218-183960117,-41.9,86-136,3996-4046,UTR3,-330.4,ENST00000602946.1,AC006064.4
1079,ENST00000397412,CRAMP1L,chr16: 1662327-1727909,-41.9,86-142,3487-3543,CDS,-523.5,ENST00000602946.1,AC006064.4
1080,ENST00000392521,CIT,chr12: 120123596-120315095,-41.9,86-137,7447-7498,UTR3,-808.7,ENST00000602946.1,AC006064.4
1081,ENST00000284486,FAM167A,chr8: 11278973-11324276,-41.9,91-138,2613-2660,UTR3,-300.6,ENST00000602946.1,AC006064.4
1082,ENST00000254663,SCLY,chr2: 238969531-239008054,-41.8,85-138,2051-2104,UTR3,-102.5,ENST00000602946.1,AC006064.4
1083,ENST00000461958,ZNF746,chr7: 149184712-149194824,-41.8,85-137,2731-2783,UTR3,-531.0,ENST00000602946.1,AC006064.4
1084,ENST00000261978,LTBP2,chr14: 74964874-75079034,-41.8,86-138,8060-8112,UTR3,-644.9,ENST00000602946.1,AC006064.4
1085,ENST00000330847,NR4A3,chr9: 102589010-102629173,-41.8,89-138,482-531,CDS,-385.4,ENST00000602946.1,AC006064.4
1086,ENST00000431202,RP1-65J11.5,chr1: 31331006-31333101,-41.6,89-154,1257-1322,ncRNA,-180.3,ENST00000602946.1,AC006064.4
1087,ENST00000267889,DISP2,chr15: 40650437-40663257,-41.6,90-138,281-329,CDS,-405.5,ENST00000602946.1,AC006064.4
1088,ENST00000409678,NOTUM,chr17: 79910389-79919169,-41.6,90-138,1923-1971,UTR3,-132.7,ENST00000602946.1,AC006064.4
1089,ENST00000389385,RPH3A,chr12: 113229461-113336682,-41.6,87-136,2620-2669,UTR3,-555.2,ENST00000602946.1,AC006064.4
1090,ENST00000244625,TBCC,chr6: 42712240-42714558,-41.6,87-136,277-326,UTR5,-174.0,ENST00000602946.1,AC006064.4
1091,ENST00000392451,TRIM46,chr1: 155146361-155157445,-41.6,91-138,2608-2655,UTR3,-415.9,ENST00000602946.1,AC006064.4
1092,ENST00000409408,FAM131B,chr7: 143050496-143058895,-41.5,87-139,5443-5495,UTR3,-691.8,ENST00000602946.1,AC006064.4
1093,ENST00000355841,PDLIM7,chr5: 176910398-176924584,-41.5,86-136,1577-1627,UTR3,-177.4,ENST00000602946.1,AC006064.4
1094,ENST00000343998,FAM69C,chr18: 72102993-72124503,-41.5,88-137,677-726,CDS,-147.8,ENST00000602946.1,AC006064.4
1095,ENST00000319172,TMEM39A,chr3: 119148348-119182529,-41.5,88-139,1174-1225,CDS,-236.1,ENST00000602946.1,AC006064.4
1096,ENST00000446488,NFRKB,chr11: 129733532-129764336,-41.5,87-138,2255-2306,CDS,-295.0,ENST00000602946.1,AC006064.4
1097,ENST00000332082,WSCD2,chr12: 108525529-108644314,-41.5,89-136,1651-1698,CDS,-308.2,ENST00000602946.1,AC006064.4
1098,ENST00000533759,RP11-867G23.10,chr11: 66176666-66184608,-41.3,89-138,46-95,ncRNA,-88.8,ENST00000602946.1,AC006064.4
1099,ENST00000527061,RP11-867G23.10,chr11: 66176630-66177474,-41.3,89-138,82-131,ncRNA,-84.4,ENST00000602946.1,AC006064.4
1100,ENST00000220751,RIPK2,chr8: 90769976-90803291,-41.3,88-137,334-383,CDS,-268.1,ENST00000602946.1,AC006064.4
1101,ENST00000427035,RP11-481G8.2,chr10: 80760242-80763560,-41.3,85-136,780-831,ncRNA,-139.6,ENST00000602946.1,AC006064.4
1102,ENST00000259241,HS6ST1,chr2: 129023055-129076151,-41.2,85-138,2409-2462,UTR3,-362.8,ENST00000602946.1,AC006064.4
1103,ENST00000562459,CTD-3064M3.3,chr8: 142363504-142365465,-41.2,86-137,1527-1578,ncRNA,-140.9,ENST00000602946.1,AC006064.4
1104,ENST00000425297,SYN2,chr3: 12203046-12226877,-41.2,91-139,827-875,ncRNA,-191.9,ENST00000602946.1,AC006064.4
1105,ENST00000432424,SYN2,chr3: 12045881-12227228,-41.2,91-139,2017-2065,ncRNA,-281.8,ENST00000602946.1,AC006064.4
1106,ENST00000335312,PIP5K1C,chr19: 3630182-3700477,-41.2,87-138,5006-5057,UTR3,-468.8,ENST00000602946.1,AC006064.4
1107,ENST00000358127,PAX5,chr9: 36833273-37034103,-41.2,83-139,1338-1394,UTR3,-577.6,ENST00000602946.1,AC006064.4
1108,ENST00000528057,RPS6KA4,chr11: 64126621-64139687,-41.2,84-137,2368-2421,"CDS, stop_codon",-198.7,ENST00000602946.1,AC006064.4
1109,ENST00000394767,CXXC4,chr4: 105389470-105416051,-41.1,88-138,311-361,UTR5,-258.6,ENST00000602946.1,AC006064.4
1110,ENST00000542454,BDKRB2,chr14: 96671017-96710503,-41.0,84-136,5264-5316,UTR3,-563.0,ENST00000602946.1,AC006064.4
1111,ENST00000360264,CUX1,chr7: 101459292-101901513,-41.0,89-138,10725-10774,UTR3,-771.9,ENST00000602946.1,AC006064.4
1112,ENST00000421673,MUC6,chr11: 1012822-1036706,-41.0,86-135,6667-6716,CDS,-2077.7,ENST00000602946.1,AC006064.4
1113,ENST00000589123,NFIC,chr19: 3359562-3469215,-41.0,89-138,5204-5253,UTR3,-697.6,ENST00000602946.1,AC006064.4
1114,ENST00000394331,HOXC6,chr12: 54409682-54424517,-40.9,90-137,2196-2243,UTR3,-175.2,ENST00000602946.1,AC006064.4
1115,ENST00000427025,NHSL1,chr6: 138743181-138893677,-40.8,86-138,3652-3704,CDS,-621.5,ENST00000602946.1,AC006064.4
1116,ENST00000262146,MTFR1,chr8: 66556975-66622791,-40.8,87-135,656-704,CDS,-183.6,ENST00000602946.1,AC006064.4
1117,ENST00000383314,RNMT,chr18: 13726661-13764557,-40.8,86-139,3499-3552,UTR3,-323.9,ENST00000602946.1,AC006064.4
1118,ENST00000377988,TMEM8B,chr9: 35829514-35854843,-40.8,88-137,181-230,UTR5,-236.8,ENST00000602946.1,AC006064.4
1119,ENST00000331628,SYNDIG1L,chr14: 74872597-74892805,-40.8,89-136,1278-1325,UTR3,-179.8,ENST00000602946.1,AC006064.4
1120,ENST00000260228,MMP20,chr11: 102447567-102496063,-40.8,88-138,848-898,CDS,-173.7,ENST00000602946.1,AC006064.4
1121,ENST00000268607,MAP1LC3B,chr16: 87425407-87438385,-40.7,91-138,2375-2422,UTR3,-194.4,ENST00000602946.1,AC006064.4
1122,ENST00000449248,AC068580.6,chr11: 1781579-1783716,-40.7,87-138,1430-1481,ncRNA,-403.0,ENST00000602946.1,AC006064.4
1123,ENST00000453547,ARHGAP19-SLIT1,chr10: 98757796-99052384,-40.7,82-142,3238-3298,UTR3,-569.8,ENST00000602946.1,AC006064.4
1124,ENST00000266058,SLIT1,chr10: 98757796-98945677,-40.7,82-142,2207-2267,CDS,-466.1,ENST00000602946.1,AC006064.4
1125,ENST00000504228,KIAA1211,chr4: 57138571-57194791,-40.6,90-137,2997-3044,CDS,-467.5,ENST00000602946.1,AC006064.4
1126,ENST00000357727,CREB5,chr7: 28452145-28865511,-40.6,88-137,6347-6396,UTR3,-501.7,ENST00000602946.1,AC006064.4
1127,ENST00000454682,NACA,chr12: 57106213-57119326,-40.6,90-137,5646-5693,CDS,-1124.9,ENST00000602946.1,AC006064.4
1128,ENST00000453495,CEP170B,chr14: 105331651-105363078,-40.5,84-137,6576-6629,UTR3,-501.2,ENST00000602946.1,AC006064.4
1129,ENST00000327381,XKR4,chr8: 56014950-56454613,-40.5,85-133,8836-8884,UTR3,-981.7,ENST00000602946.1,AC006064.4
1130,ENST00000499809,LINC00900,chr11: 115624967-115630912,-40.5,107-154,2897-2944,ncRNA,-174.6,ENST00000602946.1,AC006064.4
1131,ENST00000433867,PRKD2,chr19: 47177575-47220384,-40.5,91-154,296-359,UTR5,-272.1,ENST00000602946.1,AC006064.4
1132,ENST00000525451,CFL1,chr11: 65622147-65626886,-40.5,91-138,1345-1392,UTR3,-268.8,ENST00000602946.1,AC006064.4
1133,ENST00000515178,RP11-440I14.2,chr4: 175444853-175461495,-40.4,85-138,1404-1457,ncRNA,-200.9,ENST00000602946.1,AC006064.4
1134,ENST00000321562,FKBP10,chr17: 39969184-39979465,-40.4,88-137,2142-2191,UTR3,-355.0,ENST00000602946.1,AC006064.4
1135,ENST00000174618,MNT,chr17: 2287355-2304412,-40.4,84-138,631-685,CDS,-557.5,ENST00000602946.1,AC006064.4
1136,ENST00000264819,MIER2,chr19: 305576-344793,-40.3,91-138,2252-2299,UTR3,-309.0,ENST00000602946.1,AC006064.4
1137,ENST00000373034,PCDH19,chrX: 99546643-99665271,-40.3,89-138,4857-4906,CDS,-533.8,ENST00000602946.1,AC006064.4
1138,ENST00000524944,CSYL1,chr11: 65292593-65306175,-40.3,91-138,1845-1892,CDS,-147.5,ENST00000602946.1,AC006064.4
1139,ENST00000377893,GPR153,chr1: 6307407-6321035,-40.3,88-137,2958-3007,UTR3,-271.6,ENST00000602946.1,AC006064.4
1140,ENST00000368309,UBQLN4,chr1: 156005093-156023585,-40.3,87-139,365-417,CDS,-377.0,ENST00000602946.1,AC006064.4
1141,ENST00000368324,SYT11,chr1: 155829301-155854990,-40.2,82-138,3931-3987,UTR3,-274.0,ENST00000602946.1,AC006064.4
1142,ENST00000264094,LOXL3,chr2: 74759566-74781062,-40.2,85-138,3177-3230,UTR3,-283.5,ENST00000602946.1,AC006064.4
1143,ENST00000379472,KCNC1,chr11: 17757521-17799377,-40.1,89-136,2921-2968,UTR3,-380.5,ENST00000602946.1,AC006064.4
1144,ENST00000375741,ARHGEF7,chr13: 111767625-111947542,-40.1,87-136,2086-2135,CDS,-467.6,ENST00000602946.1,AC006064.4
1145,ENST00000349015,ALDH3B2,chr11: 67429635-67442102,-40.1,87-138,1445-1496,CDS,-265.3,ENST00000602946.1,AC006064.4
1146,ENST00000458626,C1orf226,chr1: 162351521-162356600,-40.1,91-154,1365-1428,UTR3,-521.7,ENST00000602946.1,AC006064.4
1147,ENST00000319642,USH1G,chr17: 72912177-72919351,-40.1,88-136,3296-3344,UTR3,-225.6,ENST00000602946.1,AC006064.4
1148,ENST00000417506,AC004941.3,chr7: 149095296-149098547,-40.0,84-139,422-477,ncRNA,-223.1,ENST00000602946.1,AC006064.4
1149,ENST00000419474,ZFHX2,chr14: 23990067-24020858,-40.0,87-138,820-871,CDS,-1182.8,ENST00000602946.1,AC006064.4
1150,ENST00000379375,EDN1,chr6: 12290597-12297427,-40.0,82-135,1552-1605,UTR3,-153.7,ENST00000602946.1,AC006064.4
1151,ENST00000320736,MUC20,chr3: 195447754-195464539,-40.0,88-138,3837-3887,UTR3,-511.1,ENST00000602946.1,AC006064.4
1152,ENST00000290295,HOXB13,chr17: 46802126-46806540,-39.9,89-136,53-100,UTR5,-218.6,ENST00000602946.1,AC006064.4
1153,ENST00000303305,PA2G4,chr12: 56498104-56507645,-39.9,86-142,1715-1771,UTR3,-307.8,ENST00000602946.1,AC006064.4
1154,ENST00000358078,ASIC4,chr2: 220379053-220403494,-39.9,91-138,228-275,CDS,-190.2,ENST00000602946.1,AC006064.4
1155,ENST00000262940,RASA4,chr7: 102220094-102257204,-39.9,86-138,2511-2563,UTR3,-454.4,ENST00000602946.1,AC006064.4
1156,ENST00000465829,RASA4B,chr7: 102123592-102158228,-39.9,86-138,2514-2566,UTR3,-236.7,ENST00000602946.1,AC006064.4
1157,ENST00000481893,RP11-514P8.8,chr7: 102123792-102184211,-39.9,86-138,3352-3404,ncRNA,-333.9,ENST00000602946.1,AC006064.4
1158,ENST00000605938,ATG9B,chr7: 150709336-150721586,-39.9,88-139,240-291,CDS,-480.8,ENST00000602946.1,AC006064.4
1159,ENST00000550722,HECTD4,chr12: 112598002-112819896,-39.9,85-134,11776-11825,CDS,-841.0,ENST00000602946.1,AC006064.4
